period,employee_id,client_id,project_id,available_hours,worked_hours,billable_hours,non_billable_hours,overtime_hours
2026-02,E0330,C012,P018,160.0,154,142,12,0
2026-02,E0191,C004,P011,160.0,207,165,42,47
2026-02,E0154,C010,P023,160.0,147,112,35,0
2026-02,E0488,C011,P007,160.0,142,129,13,0
2026-02,E0474,C007,P019,160.0,151,133,18,0
2026-02,E0434,C004,P024,160.0,153,113,40,0
2026-02,E0241,C008,P020,160.0,140,98,42,0
2026-02,E0054,C012,P013,160.0,126,108,18,0
2026-02,E0293,C002,P004,160.0,145,122,23,0
2026-02,E0018,C010,P026,160.0,144,129,15,0
2026-02,E0262,C005,P016,160.0,144,119,25,0
2026-02,E0259,C011,P022,160.0,165,145,20,5
2026-02,E0223,C009,P032,160.0,145,111,34,0
2026-02,E0444,C008,P005,160.0,112,77,35,0
2026-02,E0274,C004,P010,160.0,129,84,45,0
2026-02,E0270,C008,P033,160.0,140,96,44,0
2026-02,E0383,C001,P013,160.0,146,137,9,0
2026-02,E0456,C009,P028,160.0,158,123,35,0
2026-02,E0418,C007,P016,160.0,146,114,32,0
2026-02,E0216,C008,P009,160.0,95,64,31,0
2026-02,E0175,C005,P019,160.0,114,95,19,0
2026-02,E0146,C003,P020,160.0,159,134,25,0
2026-02,E0260,C012,P025,160.0,139,92,47,0
2026-02,E0378,C005,P007,160.0,182,172,10,22
2026-02,E0077,C012,P005,160.0,148,139,9,0
2026-02,E0007,C010,P018,160.0,136,98,38,0
2026-02,E0080,C001,P019,160.0,129,110,19,0
2026-02,E0294,C002,P024,160.0,137,91,46,0
2026-02,E0275,C999,P024,160.0,149,133,16,0
2026-02,E0333,C010,P022,160.0,145,121,24,0
2026-02,E0411,C005,P014,160.0,168,135,33,8
2026-02,E0095,C005,P002,160.0,107,83,24,0
2026-02,E0469,C003,P001,160.0,110,83,27,0
2026-02,E0392,C002,P019,160.0,139,107,32,0
2026-02,E0463,C002,P027,160.0,158,139,19,0
2026-02,E0318,C007,P007,160.0,163,106,57,3
2026-02,E0058,C010,P031,160.0,130,85,45,0
2026-02,E0360,C007,P026,160.0,80,58,22,0
2026-02,E0319,C005,P025,160.0,131,106,25,0
2026-02,E0213,C010,P003,160.0,154,110,44,0
2026-02,E0313,C004,P029,160.0,144,98,46,0
2026-02,E0121,C006,P009,160.0,159,129,30,0
2026-02,E0024,C007,P031,160.0,174,118,56,14
2026-02,E0452,C011,P010,160.0,141,112,29,0
2026-02,E0042,C011,P019,160.0,133,115,18,0
2026-02,E0122,C003,P020,160.0,122,96,26,0
2026-02,E0362,C010,P007,160.0,110,86,24,0
2026-02,E0217,C003,P017,160.0,104,92,12,0
2026-02,E0435,C001,P022,160.0,128,109,19,0
2026-02,E0306,C011,P030,160.0,170,132,38,10
2026-02,E0369,C012,P030,160.0,161,106,55,1
2026-02,E0089,C001,P021,160.0,132,121,11,0
2026-02,E0482,C007,P025,160.0,198,167,31,38
2026-02,E0098,C011,P006,160.0,129,118,11,0
2026-02,E0329,C002,P020,160.0,177,118,59,17
2026-02,E0250,C008,P028,160.0,184,148,36,24
2026-02,E0353,C004,P011,160.0,156,125,31,0
2026-02,E0372,C010,P014,160.0,128,109,19,0
2026-02,E0339,C008,P001,160.0,135,90,45,0
2026-02,E0287,C002,P004,160.0,149,97,52,0
2026-02,E0397,C009,P013,160.0,111,83,28,0
2026-02,E0468,C011,P010,160.0,120,105,15,0
2026-02,E0464,C003,P013,160.0,118,82,36,0
2026-02,E0500,C008,P021,160.0,158,107,51,0
2026-02,E0300,C010,P027,160.0,174,126,48,14
2026-02,E0059,C004,P016,160.0,162,106,56,2
2026-02,E0015,C007,P021,160.0,169,141,28,9
2026-02,E0459,C009,P031,160.0,126,96,30,0
2026-02,E0264,C001,P005,160.0,136,113,23,0
2026-02,E0231,C006,P004,160.0,138,121,17,0
2026-02,E0324,C008,P006,160.0,156,103,53,0
2026-02,E0265,C009,P015,160.0,199,187,12,39
2026-02,E0290,C011,P009,160.0,128,120,8,0
2026-02,E0182,C011,P034,160.0,168,139,29,8
2026-02,E0136,C007,P019,160.0,183,163,20,23
2026-02,E0010,C011,P001,160.0,157,132,25,0
2026-02,E0433,C008,P004,160.0,135,125,10,0
2026-02,E0278,C003,P004,160.0,124,88,36,0
2026-02,E0164,C004,P019,160.0,118,92,26,0
2026-02,E0110,C007,P017,160.0,95,79,16,0
2026-02,E0295,C009,P026,160.0,139,127,12,0
2026-02,E0055,C006,P009,160.0,138,116,22,0
2026-02,E0443,C003,P022,160.0,166,150,16,6
2026-02,E0066,C003,P026,160.0,130,117,13,0
2026-02,E0345,C005,P015,160.0,140,122,18,0
2026-02,E0451,C008,P001,160.0,152,119,33,0
2026-02,E0498,C010,P013,160.0,157,138,19,0
2026-02,E0355,C006,P017,160.0,100,130,-30,3
2026-02,E0224,C006,P006,160.0,149,140,9,0
2026-02,E0197,C002,P011,160.0,112,104,8,0
2026-02,E0393,C001,P030,160.0,154,137,17,0
2026-02,E0242,C002,P030,160.0,128,91,37,0
2026-02,E0125,C001,P013,160.0,175,152,23,15
2026-02,E0210,C012,P026,160.0,145,117,28,0
2026-02,E0460,C003,P013,160.0,151,111,40,0
2026-02,E0020,C010,P017,160.0,210,172,38,50
2026-02,E0168,C005,P033,160.0,163,137,26,3
2026-02,E0334,C010,P031,160.0,154,135,19,0
2026-02,E0173,C008,P010,160.0,141,92,49,0
2026-02,E0341,C005,P015,160.0,114,82,32,0
2026-02,E0429,C012,P026,160.0,139,123,16,0
2026-02,E0477,C002,P019,160.0,123,87,36,0
2026-02,E0162,C011,P022,160.0,186,155,31,26
2026-02,E0069,C012,P035,160.0,154,108,46,0
2026-02,E0389,C008,P018,160.0,174,142,32,14
2026-02,E0322,C008,P002,160.0,129,84,45,0
2026-02,E0430,C011,P018,160.0,125,117,8,0
2026-02,E0105,C005,P027,160.0,161,122,39,1
2026-02,E0071,C001,P024,160.0,122,90,32,0
2026-02,E0102,C007,P029,160.0,134,122,12,0
2026-02,E0222,C008,P028,160.0,188,172,16,28
2026-02,E0380,C003,P034,160.0,135,111,24,0
2026-02,E0092,C006,P019,160.0,109,93,16,0
2026-02,E0011,C002,P029,160.0,100,65,35,0
2026-02,E0091,C008,P010,160.0,106,94,12,0
2026-02,E0209,C006,P030,160.0,176,119,57,16
2026-02,E0237,C008,P018,160.0,131,110,21,0
2026-02,E0472,C012,P014,160.0,208,139,69,48
2026-02,E0432,C011,P034,160.0,183,149,34,23
2026-02,E0244,C010,P030,160.0,195,162,33,35
2026-02,E0467,C011,P002,160.0,170,124,46,10
2026-03,E0314,C010,P003,160.0,159,142,17,0
2026-03,E0072,C002,P014,160.0,124,82,42,0
2026-03,E0057,C004,P006,160.0,144,108,36,0
2026-03,E0119,C004,P034,160.0,162,143,19,2
2026-03,E0479,C001,P004,160.0,168,135,33,8
2026-03,E0498,C010,P013,160.0,116,86,30,0
2026-03,E0270,C008,P033,160.0,140,109,31,0
2026-03,E0292,C008,P007,160.0,142,117,25,0
2026-03,E0133,C012,P031,160.0,141,122,19,0
2026-03,E0273,C005,P024,160.0,119,100,19,0
2026-03,E0221,C004,P012,160.0,191,169,22,31
2026-03,E0047,C002,P010,160.0,139,125,14,0
2026-03,E0215,C010,P012,160.0,121,92,29,0
2026-03,E0228,C001,P006,160.0,192,135,57,32
2026-03,E0405,C001,P032,160.0,183,138,45,23
2026-03,E0326,C005,P011,160.0,148,109,39,0
2026-03,E0146,C003,P020,160.0,100,93,7,0
2026-03,E0464,C003,P013,160.0,133,121,12,0
2026-03,E0320,C004,P032,160.0,105,94,11,0
2026-03,E0077,C012,P005,160.0,157,123,34,0
2026-03,E0187,C006,P020,160.0,131,104,27,0
2026-03,E0305,C001,P027,160.0,144,112,32,0
2026-03,E0024,C007,P031,160.0,189,164,25,29
2026-03,E0367,C006,P019,160.0,129,107,22,0
2026-03,E0102,C007,P029,160.0,156,107,49,0
2026-03,E0316,C005,P006,160.0,164,153,11,4
2026-03,E0095,C005,P002,160.0,175,117,58,15
2026-03,E0427,C004,P029,160.0,142,103,39,0
2026-03,E0147,C009,P032,160.0,139,100,39,0
2026-03,E0216,C008,P009,160.0,139,101,38,0
2026-03,E0379,C006,P014,160.0,154,135,19,0
2026-03,E0020,C010,P017,160.0,182,121,61,22
2026-03,E0402,C008,P015,160.0,138,109,29,0
2026-03,E0257,C006,P029,160.0,84,63,21,0
2026-03,E0044,C002,P020,160.0,167,153,14,7
2026-03,E0244,C010,P030,160.0,146,135,11,0
2026-03,E0291,C002,P021,160.0,157,104,53,0
2026-03,E0319,C005,P025,160.0,105,91,14,0
2026-03,E0475,C012,P009,160.0,131,123,8,0
2026-03,E0037,C009,P009,160.0,164,116,48,4
2026-03,E0476,C010,P014,160.0,113,92,21,0
2026-03,E0012,C011,P008,160.0,156,129,27,0
2026-03,E0286,C002,P004,160.0,144,108,36,0
2026-03,E0182,C011,P034,160.0,126,114,12,0
2026-03,E0172,C009,P028,160.0,124,101,23,0
2026-03,E0115,C003,P035,160.0,119,108,11,0
2026-03,E0056,C005,P011,160.0,146,126,20,0
2026-03,E0093,C011,P010,160.0,149,121,28,0
2026-03,E0049,C005,P022,160.0,135,91,44,0
2026-03,E0184,C005,P029,160.0,118,82,36,0
2026-03,E0275,C999,P024,160.0,71,66,5,0
2026-03,E0055,C006,P009,160.0,155,122,33,0
2026-03,E0201,C010,P015,160.0,167,129,38,7
2026-03,E0304,C003,P032,160.0,160,106,54,0
2026-03,E0284,C005,P034,160.0,196,157,39,36
2026-03,E0349,C008,P024,160.0,140,93,47,0
2026-03,E0452,C011,P010,160.0,179,158,21,19
2026-03,E0175,C005,P019,160.0,128,89,39,0
2026-03,E0122,C003,P020,160.0,125,93,32,0
2026-03,E0451,C008,P001,160.0,148,105,43,0
2026-03,E0062,C002,P029,160.0,185,168,17,25
2026-03,E0289,C010,P035,160.0,137,129,8,0
2026-03,E0494,C012,P032,160.0,105,92,13,0
2026-03,E0434,C004,P024,160.0,167,135,32,7
2026-03,E0107,C005,P020,160.0,143,114,29,0
2026-03,E0131,C002,P001,160.0,152,136,16,0
2026-03,E0231,C006,P004,160.0,126,96,30,0
2026-03,E0432,C011,P034,160.0,147,108,39,0
2026-03,E0323,C005,P007,160.0,109,96,13,0
2026-03,E0474,C007,P019,160.0,191,169,22,31
2026-03,E0358,C001,P003,160.0,172,132,40,12
2026-03,E0105,C005,P027,160.0,146,101,45,0
2026-03,E0294,C002,P024,160.0,166,142,24,6
2026-03,E0237,C008,P018,160.0,128,116,12,0
2026-03,E0381,C002,P010,160.0,170,156,14,10
2026-03,E0264,C001,P005,160.0,136,95,41,0
2026-03,E0006,C001,P007,160.0,134,123,11,0
2026-03,E0375,C005,P029,160.0,121,94,27,0
2026-03,E0397,C009,P013,160.0,155,129,26,0
2026-03,E0419,C003,P007,160.0,145,136,9,0
2026-03,E0053,C004,P030,160.0,180,139,41,20
2026-03,E0388,C012,P024,160.0,118,107,11,0
2026-03,E0466,C004,P016,160.0,155,120,35,0
2026-03,E0218,C005,P024,160.0,174,150,24,14
2026-03,E0481,C006,P022,160.0,209,191,18,49
2026-03,E0008,C005,P026,160.0,149,105,44,0
2026-03,E0098,C011,P006,160.0,136,123,13,0
2026-03,E0307,C002,P027,160.0,149,128,21,0
2026-03,E0096,C006,P004,160.0,177,131,46,17
2026-03,E0334,C010,P031,160.0,177,139,38,17
2026-03,E0394,C007,P027,160.0,142,107,35,0
2026-03,E0473,C003,P032,160.0,177,132,45,17
2026-03,E0276,C009,P005,160.0,144,101,43,0
2026-03,E0177,C005,P030,160.0,166,112,54,6
2026-03,E0347,C001,P028,160.0,158,114,44,0
2026-03,E0002,C001,P011,160.0,135,105,30,0
2026-03,E0303,C010,P027,160.0,121,105,16,0
2026-03,E0085,C001,P010,160.0,175,132,43,15
2026-03,E0461,C012,P024,160.0,183,165,18,23
2026-03,E0065,C012,P030,160.0,155,130,25,0
2026-03,E0023,C008,P028,160.0,144,99,45,0
2026-03,E0149,C009,P002,160.0,115,98,17,0
2026-03,E0124,C012,P008,160.0,174,116,58,14
2026-03,E0285,C010,P017,160.0,152,109,43,0
2026-03,E0469,C003,P001,160.0,138,124,14,0
2026-03,E0110,C007,P017,160.0,166,142,24,6
2026-03,E0256,C010,P021,160.0,111,89,22,0
2026-03,E0148,C008,P033,160.0,119,78,41,0
2026-03,E0418,C007,P016,160.0,128,94,34,0
2026-03,E0143,C005,P010,160.0,157,143,14,0
2026-03,E0125,C001,P013,160.0,149,131,18,0
2026-03,E0393,C001,P030,160.0,160,116,44,0
2026-03,E0250,C008,P028,160.0,172,158,14,12
2026-03,E0246,C011,P007,160.0,161,110,51,1
2026-03,E0009,C004,P034,160.0,192,150,42,32
2026-03,E0205,C008,P032,160.0,172,140,32,12
2026-03,E0208,C003,P002,160.0,141,107,34,0
2026-03,E0336,C011,P005,160.0,131,114,17,0
2026-03,E0084,C003,P020,160.0,142,131,11,0
2026-03,E0389,C008,P018,160.0,162,119,43,2
2026-03,E0306,C011,P030,160.0,134,123,11,0
2026-03,E0280,C005,P034,160.0,163,106,57,3
2026-03,E0278,C003,P004,160.0,160,150,10,0
2026-03,E0234,C005,P010,160.0,121,108,13,0
2026-03,E0343,C007,P008,160.0,172,126,46,12
2026-03,E0288,C012,P001,160.0,154,104,50,0
2026-03,E0224,C006,P006,160.0,190,137,53,30
2026-03,E0384,C004,P004,160.0,144,106,38,0
2026-03,E0444,C008,P005,160.0,137,113,24,0
2026-03,E0391,C010,P011,160.0,118,103,15,0
2026-03,E0445,C008,P025,160.0,118,78,40,0
2026-03,E0252,C004,P013,160.0,168,154,14,8
2026-03,E0059,C004,P016,160.0,187,131,56,27
2026-03,E0185,C008,P035,160.0,142,126,16,0
2026-03,E0423,C004,P033,160.0,140,92,48,0
2026-03,E0435,C001,P022,160.0,146,97,49,0
2026-03,E0447,C005,P013,160.0,174,156,18,14
2026-03,E0373,C012,P025,160.0,121,82,39,0
2026-03,E0361,C010,P001,160.0,150,138,12,0
2026-03,E0440,C004,P005,160.0,169,154,15,9
2026-03,E0448,C001,P034,160.0,157,128,29,0
2026-03,E0484,C001,P008,160.0,77,57,20,0
2026-03,E0229,C010,P001,160.0,161,125,36,1
2026-03,E0227,C002,P026,160.0,157,144,13,0
2026-03,E0327,C005,P017,160.0,179,140,39,19
2026-03,E0403,C007,P014,160.0,185,153,32,25
2026-03,E0324,C008,P006,160.0,177,152,25,17
2026-03,E0232,C007,P006,160.0,146,99,47,0
2026-03,E0209,C006,P030,160.0,104,79,25,0
2026-03,E0309,C002,P011,160.0,199,186,13,39
2026-03,E0433,C008,P004,160.0,140,116,24,0
2026-03,E0335,C009,P032,160.0,146,122,24,0
2026-03,E0033,C009,P030,160.0,187,125,62,27
2026-03,E0028,C012,P023,160.0,126,99,27,0
2026-03,E0274,C007,P027,160.0,111,73,38,0
2026-03,E0417,C011,P030,160.0,134,126,8,0
2026-03,E0034,C008,P003,160.0,127,95,32,0
2026-03,E0410,C001,P032,160.0,109,90,19,0
2026-03,E0219,C010,P017,160.0,142,104,38,0
2026-03,E0005,C005,P029,160.0,147,95,52,0
2026-03,E0352,C012,P015,160.0,108,70,38,0
2026-03,E0376,C004,P019,160.0,137,122,15,0
2026-03,E0170,C011,P012,160.0,126,103,23,0
2026-03,E0348,C007,P027,160.0,98,91,7,0
2026-03,E0254,C012,P019,160.0,147,113,34,0
2026-03,E0210,C012,P026,160.0,150,102,48,0
2026-03,E0183,C007,P016,160.0,126,94,32,0
2026-03,E0350,C001,P018,160.0,171,136,35,11
2026-03,E0318,C007,P007,160.0,145,124,21,0
2026-03,E0152,C002,P032,160.0,127,98,29,0
2026-03,E0171,C008,P014,160.0,107,82,25,0
2026-03,E0197,C002,P011,160.0,151,125,26,0
2026-03,E0471,C011,P025,160.0,157,116,41,0
2026-03,E0355,C006,P017,160.0,132,96,36,0
2026-03,E0223,C009,P032,160.0,148,98,50,0
2026-03,E0396,C006,P006,160.0,185,126,59,25
2026-03,E0362,C010,P007,160.0,167,127,40,7
2026-03,E0071,C001,P024,160.0,91,62,29,0
2026-03,E0074,C009,P028,160.0,127,98,29,0
2026-03,E0155,C006,P025,160.0,141,95,46,0
2026-03,E0332,C008,P018,160.0,146,110,36,0
2026-03,E0477,C002,P019,160.0,149,127,22,0
2026-03,E0040,C001,P009,160.0,156,118,38,0
2026-03,E0066,C003,P026,160.0,142,119,23,0
2026-03,E0161,C008,P007,160.0,145,133,12,0
2026-03,E0456,C009,P028,160.0,168,145,23,8
2026-03,E0114,C002,P033,160.0,152,104,48,0
2026-03,E0158,C006,P011,160.0,116,75,41,0
2026-03,E0296,C012,P032,160.0,147,114,33,0
2026-03,E0395,C001,P012,160.0,141,116,25,0
2026-03,E0341,C005,P015,160.0,97,64,33,0
2026-03,E0414,C012,P030,160.0,148,111,37,0
2026-03,E0459,C009,P031,160.0,119,103,16,0
2026-03,E0380,C003,P034,160.0,169,144,25,9
2026-03,E0123,C004,P020,160.0,155,120,35,0
2026-03,E0437,C006,P013,160.0,115,85,30,0
2026-03,E0446,C001,P015,160.0,167,148,19,7
2026-03,E0467,C011,P002,160.0,179,160,19,19
2026-03,E0089,C001,P021,160.0,138,125,13,0
2026-03,E0322,C008,P002,160.0,141,105,36,0
2026-03,E0088,C003,P029,160.0,165,136,29,5
2026-03,E0100,C007,P024,160.0,177,152,25,17
2026-03,E0142,C007,P023,160.0,103,88,15,0
2026-03,E0225,C009,P018,160.0,117,91,26,0
2026-03,E0082,C009,P022,160.0,134,92,42,0
2026-03,E0293,C002,P004,160.0,137,95,42,0
2026-03,E0238,C010,P012,160.0,164,107,57,4
2026-03,E0281,C011,P014,160.0,177,133,44,17
2026-03,E0004,C008,P017,160.0,179,120,59,19
2026-03,E0007,C010,P018,160.0,102,87,15,0
2026-03,E0398,C005,P018,160.0,124,103,21,0
2026-03,E0251,C012,P029,160.0,114,107,7,0
2026-03,E0429,C012,P026,160.0,130,102,28,0
2026-03,E0202,C010,P015,160.0,124,98,26,0
2026-03,E0104,C009,P022,160.0,155,102,53,0
2026-03,E0369,C012,P030,160.0,158,120,38,0
2026-03,E0496,C012,P025,160.0,145,95,50,0
2026-03,E0191,C004,P011,160.0,142,99,43,0
2026-03,E0370,C006,P020,160.0,135,88,47,0
2026-03,E0458,C005,P025,160.0,138,101,37,0
2026-03,E0472,C002,P007,160.0,184,169,15,24
2026-03,E0129,C002,P010,160.0,162,134,28,2
2026-03,E0478,C001,P016,160.0,136,122,14,0
2026-03,E0297,C009,P009,160.0,142,108,34,0
2026-03,E0463,C002,P027,160.0,156,117,39,0
2026-03,E0015,C007,P021,160.0,115,93,22,0
2026-03,E0194,C012,P021,160.0,148,120,28,0
2026-03,E0430,C011,P018,160.0,160,125,35,0
2026-03,E0045,C002,P034,160.0,157,116,41,0
2026-03,E0127,C002,P020,160.0,125,83,42,0
2026-03,E0058,C010,P031,160.0,129,97,32,0
2026-03,E0135,C006,P019,160.0,95,78,17,0
2026-03,E0345,C005,P015,160.0,163,112,51,3
2026-03,E0411,C005,P014,160.0,196,156,40,36
2026-03,E0054,C012,P013,160.0,122,94,28,0
2026-03,E0453,C009,P006,160.0,172,143,29,12
2026-03,E0080,C001,P019,160.0,193,137,56,33
2026-03,E0340,C012,P023,160.0,133,105,28,0
2026-03,E0207,C004,P014,160.0,142,115,27,0
2026-03,E0248,C002,P002,160.0,151,122,29,0
2026-03,E0042,C011,P019,160.0,156,142,14,0
2026-03,E0213,C010,P003,160.0,152,104,48,0
2026-03,E0087,C012,P010,160.0,135,119,16,0
2026-03,E0272,C004,P031,160.0,160,149,11,0
2026-03,E0199,C003,P017,160.0,135,93,42,0
2026-03,E0413,C007,P031,160.0,154,122,32,0
2026-03,E0068,C006,P034,160.0,144,130,14,0
2026-03,E0029,C012,P013,160.0,-8,73,27,0
2026-03,E0181,C003,P016,160.0,176,125,51,16
2026-03,E0424,C011,P030,160.0,130,104,26,0
2026-03,E0198,C003,P027,160.0,179,142,37,19
2026-03,E0003,C012,P035,160.0,171,161,10,11
2026-03,E0415,C002,P026,160.0,150,115,35,0
2026-03,E0360,C007,P026,160.0,158,129,29,0
2026-03,E0025,C007,P004,160.0,161,150,11,1
2026-03,E0490,C011,P035,160.0,140,126,14,0
2026-03,E0178,C004,P011,160.0,141,110,31,0
2026-03,E0482,C007,P025,160.0,159,133,26,0
2026-03,E0168,C005,P033,160.0,71,65,6,0
2026-03,E0338,C007,P012,160.0,144,123,21,0
2026-03,E0330,C012,P018,160.0,135,117,18,0
2026-03,E0103,C012,P027,160.0,125,92,33,0
2026-03,E0206,C999,P019,160.0,155,117,38,0
2026-03,E0333,C010,P022,160.0,129,92,37,0
2026-03,E0179,C001,P004,160.0,166,155,11,6
2026-03,E0189,C006,P008,160.0,168,124,44,8
2026-03,E0106,C005,P020,160.0,157,102,55,0
2026-03,E0153,C009,P004,160.0,163,142,21,3
2026-03,E0038,C003,P022,160.0,157,108,49,0
2026-03,E0052,C004,P007,160.0,165,139,26,5
2026-03,E0030,C008,P025,160.0,163,143,20,3
2026-03,E0356,C001,P022,160.0,153,103,50,0
2026-03,E0277,C007,P004,160.0,171,136,35,11
2026-03,E0409,C011,P020,160.0,140,108,32,0
2026-03,E0495,C010,P005,160.0,126,84,42,0
2026-03,E0164,C004,P019,160.0,125,111,14,0
2026-03,E0339,C008,P001,160.0,137,127,10,0
2026-03,E0188,C001,P016,160.0,97,65,32,0
2026-03,E0063,C012,P027,160.0,150,120,30,0
2026-03,E0126,C010,P004,160.0,161,107,54,1
2026-03,E0412,C007,P011,160.0,168,112,56,8
2026-03,E0420,C011,P035,160.0,104,74,30,0
2026-03,E0371,C008,P015,160.0,125,91,34,0
2026-03,E0439,C001,P026,160.0,165,123,42,5
2026-03,E0011,C002,P029,160.0,140,111,29,0
2026-03,E0374,C001,P005,160.0,160,150,10,0
2026-03,E0166,C002,P022,160.0,114,94,20,0
2026-03,E0176,C004,P026,160.0,179,122,57,19
2026-03,E0167,C008,P028,160.0,112,102,10,0
2026-03,E0344,C004,P012,160.0,69,56,13,0
2026-03,E0454,C004,P016,160.0,149,124,25,0
2026-03,E0018,C010,P026,160.0,150,108,42,0
2026-03,E0169,C004,P027,160.0,132,114,18,0
2026-03,E0097,C005,P013,160.0,156,127,29,0
2026-03,E0019,C004,P007,160.0,157,126,31,0
2026-03,E0428,C003,P002,160.0,154,112,42,0
2026-03,E0214,C005,P026,160.0,132,105,27,0
2026-03,E0050,C009,P012,160.0,127,106,21,0
2026-03,E0136,C007,P019,160.0,134,89,45,0
2026-03,E0265,C009,P015,160.0,124,80,44,0
2026-03,E0449,C012,P022,160.0,173,138,35,13
2026-03,E0010,C011,P001,160.0,136,122,14,0
2026-03,E0431,C012,P003,160.0,148,96,52,0
2026-03,E0061,C009,P003,160.0,165,122,43,5
2026-03,E0295,C009,P026,160.0,123,83,40,0
2026-03,E0267,C012,P004,160.0,111,100,11,0
2026-03,E0014,C011,P005,160.0,124,92,32,0
2026-03,E0083,C008,P034,160.0,151,117,34,0
2026-03,E0190,C001,P026,160.0,149,137,12,0
2026-03,E0328,C004,P033,160.0,154,104,50,0
2026-03,E0262,C005,P016,160.0,142,121,21,0
2026-03,E0392,C002,P019,160.0,84,70,14,0
2026-03,E0226,C009,P012,160.0,141,121,20,0
2026-03,E0260,C012,P025,160.0,169,158,11,9
2026-03,E0069,C012,P035,160.0,175,153,22,15
2026-03,E0364,C004,P009,160.0,147,108,39,0
2026-03,E0438,C007,P008,160.0,149,101,48,0
2026-03,E0368,C004,P005,160.0,160,106,54,0
2026-03,E0173,C008,P010,160.0,175,132,43,15
2026-03,E0222,C008,P028,160.0,145,113,32,0
2026-03,E0154,C010,P023,160.0,160,125,35,0
2026-03,E0315,C002,P007,160.0,131,99,32,0
2026-03,E0242,C002,P003,160.0,114,75,39,0
2026-03,E0450,C004,P015,160.0,133,119,14,0
2026-03,E0443,C003,P022,160.0,181,163,18,21
2026-03,E0112,C010,P004,160.0,160,126,34,0
2026-04,E0107,C005,P020,160.0,116,106,10,0
2026-04,E0450,C004,P015,160.0,161,134,27,1
2026-04,E0207,C004,P014,160.0,118,87,31,0
2026-04,E0380,C003,P034,160.0,154,134,20,0
2026-04,E0427,C004,P029,160.0,122,90,32,0
2026-04,E0067,C011,P001,160.0,115,99,16,0
2026-04,E0096,C006,P004,160.0,186,132,54,26
2026-04,E0306,C011,P030,160.0,136,103,33,0
2026-04,E0069,C012,P035,160.0,160,106,54,0
2026-04,E0484,C001,P008,160.0,146,106,40,0
2026-04,E0072,C002,P014,160.0,119,107,12,0
2026-04,E0164,C004,P019,160.0,139,110,29,0
2026-04,E0009,C004,P034,160.0,120,92,28,0
2026-04,E0305,C001,P027,160.0,205,133,72,45
2026-04,E0123,C004,P020,160.0,164,129,35,4
2026-04,E0178,C004,P011,160.0,145,123,22,0
2026-04,E0018,C010,P026,160.0,158,117,41,0
2026-04,E0315,C002,P007,160.0,162,130,32,2
2026-04,E0434,C004,P024,160.0,162,152,10,2
2026-04,E0349,C008,P024,160.0,161,110,51,1
2026-04,E0300,C010,P027,160.0,159,116,43,0
2026-04,E0232,C007,P006,160.0,147,110,37,0
2026-04,E0177,C005,P030,160.0,183,139,44,23
2026-04,E0080,C001,P019,160.0,149,134,15,0
2026-04,E0364,C004,P009,160.0,146,95,51,0
2026-04,E0056,C008,P030,160.0,149,131,18,0
2026-04,E0234,C005,P010,160.0,151,118,33,0
2026-04,E0286,C002,P004,160.0,104,69,35,0
2026-04,E0146,C003,P020,160.0,124,89,35,0
2026-04,E0098,C011,P006,160.0,142,124,18,0
2026-04,E0264,C001,P005,160.0,103,81,22,0
2026-04,E0332,C008,P018,160.0,145,136,9,0
2026-04,E0466,C004,P016,160.0,150,100,50,0
2026-04,E0335,C009,P032,160.0,113,80,33,0
2026-04,E0222,C008,P028,160.0,129,89,40,0
2026-04,E0037,C009,P009,160.0,177,145,32,17
2026-04,E0292,C008,P007,160.0,158,109,49,0
2026-04,E0182,C011,P034,160.0,157,120,37,0
2026-04,E0247,C011,P032,160.0,173,147,26,13
2026-04,E0065,C012,P030,160.0,124,114,10,0
2026-04,E0033,C009,P030,160.0,113,83,30,0
2026-04,E0428,C003,P002,160.0,169,145,24,9
2026-04,E0255,C010,P032,160.0,143,95,48,0
2026-04,E0281,C999,P014,160.0,124,85,39,0
2026-04,E0127,C002,P020,160.0,197,184,13,37
2026-04,E0198,C003,P027,160.0,104,83,21,0
2026-04,E0124,C012,P008,160.0,149,127,22,0
2026-04,E0268,C002,P007,160.0,140,124,16,0
2026-04,E0115,C003,P035,160.0,136,107,29,0
2026-04,E0392,C002,P019,160.0,89,59,30,0
2026-04,E0184,C005,P029,160.0,183,128,55,23
2026-04,E0474,C007,P019,160.0,109,72,37,0
2026-04,E0402,C006,P006,160.0,138,124,14,0
2026-04,E0326,C005,P011,160.0,134,125,9,0
2026-04,E0340,C012,P023,160.0,159,112,47,0
2026-04,E0287,C002,P004,160.0,105,82,23,0
2026-04,E0071,C001,P024,160.0,156,129,27,0
2026-04,E0451,C008,P001,160.0,149,140,9,0
2026-04,E0426,C011,P030,160.0,128,90,38,0
2026-04,E0169,C004,P027,160.0,155,135,20,0
2026-04,E0485,C006,P029,160.0,145,101,44,0
2026-04,E0150,C007,P029,160.0,190,137,53,30
2026-04,E0074,C009,P028,160.0,140,117,23,0
2026-04,E0456,C009,P028,160.0,121,99,22,0
2026-04,E0023,C008,P028,160.0,156,137,19,0
2026-04,E0379,C006,P014,160.0,137,89,48,0
2026-04,E0478,C001,P016,160.0,144,109,35,0
2026-04,E0162,C011,P022,160.0,113,84,29,0
2026-04,E0046,C009,P015,160.0,160,144,16,0
