period,client_id,region,target_turnover_rate,target_utilization_rate,target_cost,target_billable_hours
2026-10,C005,Europe Middle East Africa,0.0381,0.8049,244537.11,6468
2026-10,C005,APAC,0.0683,0.7565,304210.71,5648
2026-10,C006,Latin America,0.0477,0.7893,387856.59,5203
2026-10,C006,North America,0.0614,0.7212,249852.96,3574
2026-10,C006,Europe Middle East Africa,0.0278,0.7496,193861.37,2540
2026-10,C006,APAC,0.0271,0.7923,388592.39,4572
2026-10,C007,Latam,0.0675,0.8457,372861.27,3549
2026-10,C007,NA,0.0644,0.7332,298187.49,4626
2026-10,C007,Europe,0.0648,0.8004,244075.2,3569
2026-10,C007,Asia Pacific,0.0733,0.8081,338157.37,6190
2026-10,C008,Latin America,0.0798,0.814,185749.2,3262
2026-10,C008,north america,0.022,0.8202,269218.22,2520
2026-10,C008,Europe Middle East Africa,0.0695,0.7447,328635.31,5699
2026-10,C008,APAC,0.0275,0.7779,229613.43,6235
2026-10,C009,LATAM,0.0739,0.8171,323547.99,5049
2026-10,C009,North America,0.0429,0.755,410254.74,5869
2026-10,C009,EMEA,0.0746,0.7773,411438.44,3944
2026-10,C009,Asia Pacific,0.0781,0.8766,187044.39,4946
2026-10,C010,LATAM,0.0682,0.764,370764.04,2746
2026-10,C010,NA,0.061,0.7534,219204.58,2981
2026-10,C010,EMEA,0.072,0.8205,265747.82,2882
2026-10,C010,Asia-Pacific,0.0786,0.7722,185278.0,3024
2026-10,C011,Latam,0.0247,0.8716,213607.56,2659
2026-10,C011,north america,0.0713,0.8693,210315.64,6221
2026-10,C011,EMEA,0.0381,0.8599,367622.92,2633
2026-10,C011,Asia-Pacific,0.0343,0.8748,398290.42,3919
2026-10,C012,Latin America,0.0518,0.8334,232203.49,4614
2026-10,C012,North America,0.0466,0.8519,324000.73,6124
2026-10,C012,EMEA,0.0552,0.8041,359632.6,3609
2026-10,C012,Asia-Pacific,0.0398,0.8288,236808.52,5899
2026-11,C001,LATAM,0.0425,0.7335,217635.37,3095
2026-11,C001,north america,0.0313,0.8024,213139.97,6316
2026-11,C001,Europe,0.0711,0.8139,388337.62,2903
2026-11,C001,Asia-Pacific,0.0406,0.8593,267631.13,4412
2026-11,C002,latam,0.0664,0.8454,338732.01,2824
2026-11,C002,North America,0.0743,0.8147,238482.81,6337
2026-11,C002,Europe Middle East Africa,0.0274,0.7877,354412.74,5902
2026-11,C002,Asia-Pacific,0.0397,0.7685,358017.9,4357
2026-11,C003,latam,0.0262,0.8479,183574.31,5402
2026-11,C003,North America,0.0507,0.7651,357468.24,6124
2026-11,C003,Europe Middle East Africa,0.0707,0.8379,302501.04,3057
2026-11,C003,Asia-Pacific,0.0353,0.7852,249715.4,3472
2026-11,C004,Latin America,0.0216,0.8692,279113.59,6310
2026-11,C004,North America,0.0408,0.7764,347464.59,5668
2026-11,C004,EMEA,0.0421,0.7732,302587.11,6017
2026-11,C004,APAC,0.0505,0.8339,339371.32,4329
2026-11,C005,latam,0.0666,0.768,364233.4,4351
2026-11,C005,north america,0.0498,0.7989,269304.93,6079
2026-11,C005,EMEA,0.0422,0.8607,208193.27,3388
2026-11,C005,Asia-Pacific,0.0468,0.8562,356798.59,5826
2026-11,C006,Latam,0.049,0.7952,189249.0,4521
2026-11,C006,NA,0.0626,0.8599,394249.75,4956
2026-11,C006,Europe,0.0528,0.7697,,4204
2026-11,C006,Asia Pacific,0.0738,0.8675,382908.45,2932
2026-11,C007,latam,0.0456,0.7516,315273.57,5728
2026-11,C007,North America,0.0595,0.7982,216969.12,3991
2026-11,C007,Europe Middle East Africa,0.0333,0.8643,403231.01,5680
2026-11,C007,Asia Pacific,0.0459,0.7622,356217.01,2585
2026-11,C008,latam,0.0381,0.8452,398703.98,3126
2026-11,C008,North America,0.0289,0.7972,266507.25,5798
2026-11,C008,EMEA,0.0765,0.8507,407624.55,5340
2026-11,C008,Asia-Pacific,0.0321,0.7365,397536.49,5109
2026-11,C009,LATAM,0.0234,0.7653,267488.89,4776
2026-11,C009,NA,0.0674,0.7765,329396.89,3877
2026-11,C009,Europe,0.0754,0.8482,409972.63,4236
2026-11,C009,Asia-Pacific,0.0774,0.8262,228848.96,5753
2026-11,C010,latam,0.062,0.8577,279506.95,4584
2026-11,C010,NA,0.0536,0.8452,,2531
2026-11,C010,Europe,0.0793,0.839,201997.87,4559
2026-11,C010,Asia Pacific,0.0655,0.7281,228221.53,4440
2026-11,C011,LATAM,0.0422,0.7727,293171.8,3815
2026-11,C011,NA,0.0256,0.8349,289629.99,3448
2026-11,C011,EMEA,0.0435,0.7814,191094.2,6342
2026-11,C011,Asia-Pacific,0.0609,0.7588,196456.11,5285
2026-11,C012,latam,0.0222,0.8121,411244.25,4620
2026-11,C012,north america,0.0528,0.8234,185866.51,2860
2026-11,C012,EMEA,0.0421,0.8464,312448.31,4946
2026-11,C012,APAC,0.0256,0.7791,229106.22,2679
2026-12,C001,Latam,0.0444,0.7278,326661.4,3277
2026-12,C001,north america,0.0607,0.758,232112.04,4837
2026-12,C001,Europe,0.0346,0.814,224385.83,2509
2026-12,C001,Asia-Pacific,0.0601,0.7578,314523.91,4333
2026-12,C002,Latam,0.0766,0.8791,195068.14,4680
2026-12,C002,north america,0.0327,0.7675,408621.98,4342
2026-12,C002,Europe Middle East Africa,0.026,0.8409,365501.96,4270
2026-12,C002,Asia Pacific,0.0349,0.8611,391362.74,5794
2026-12,C003,Latam,0.0643,0.807,251754.64,5364
2026-12,C003,NA,0.0311,0.7498,363821.96,4281
2026-12,C003,Europe,0.0488,0.7438,375881.3,3757
2026-12,C003,Asia Pacific,0.0709,0.7612,335578.6,3295
2026-12,C004,Latam,0.0657,0.8159,284182.55,3481
2026-12,C004,North America,0.0556,0.8242,304387.96,5297
2026-12,C004,Europe Middle East Africa,0.053,0.791,385137.01,3616
2026-12,C004,Asia-Pacific,0.054,0.7698,306353.89,5218
2026-12,C005,LATAM,0.0384,0.872,272165.33,4997
2026-12,C005,NA,0.079,0.811,348753.16,3521
2026-12,C005,EMEA,0.0686,0.7728,284918.97,3773
2026-12,C005,Asia-Pacific,0.0287,0.8184,182456.86,3125
2026-12,C006,latam,0.0675,0.8133,182666.21,4775
2026-12,C006,north america,0.0683,0.7629,409236.13,4091
2026-12,C006,Europe,0.0451,0.8794,304646.56,6426
2026-12,C006,APAC,0.0597,0.806,381547.72,4861
2026-12,C007,Latam,0.0346,0.8435,331234.7,6108
2026-12,C007,north america,0.0282,0.7814,297754.88,3260
2026-12,C007,EMEA,0.0336,0.7532,296632.89,4785
2026-12,C007,Asia Pacific,0.0232,0.7819,350951.65,3334
2026-12,C008,latam,0.0495,0.7681,391980.16,4633
2026-12,C008,North America,0.0497,0.7591,402778.16,5724
2026-12,C008,Europe,0.0397,0.7816,372019.91,6143
2026-12,C008,Asia Pacific,0.0605,0.7919,275854.68,5856
2026-12,C009,Latin America,0.0695,0.7937,272489.53,5272
2026-12,C009,NA,0.0232,1.25,196104.93,5509
2026-12,C009,EMEA,0.075,0.822,294954.6,4238
2026-12,C009,Asia Pacific,0.0583,0.8705,243352.24,6465
2026-12,C010,latam,0.0749,0.7465,188741.03,4183
2026-12,C010,NA,0.0353,0.7895,226291.9,3529
2026-12,C010,Europe,0.0307,0.7298,216222.13,5305
2026-12,C010,Asia-Pacific,0.0459,0.76,351686.13,6044
2026-12,C011,Latin America,0.0282,0.7599,199877.3,4852
2026-12,C011,NA,0.0543,0.8044,340960.77,5192
2026-12,C011,EMEA,0.0683,0.7854,330563.88,3464
2026-12,C011,APAC,0.039,0.8564,256681.08,4725
2026-12,C012,LATAM,0.0576,0.8782,398985.86,5911
2026-12,C012,NA,0.0626,0.8001,402990.82,6182
2026-12,C012,Europe,0.0446,0.8792,224680.03,4506
2026-12,C012,Asia-Pacific,0.0555,0.8347,367059.71,3027
